id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,is_expen,price_range
492,529,1,1.645935049,0,0,0,32,0.783053058,202,4,1,144,677,1995,18,3,12,1,1,1,0,1
493,1476,0,1.858373848,1,0,0,27,0.066773397,87,1,14,155,989,437,9,3,15,1,1,0,0,2
494,1167,0,1.654546481,1,0,1,51,0.072753221,113,6,17,201,740,1986,10,11,6,1,1,0,0,3
495,596,0,0.423229963,1,0,1,20,0.026935153,110,1,4,41,1972,398,7,4,7,1,0,0,1,2
496,1465,0,1.834791793,1,0,1,12,0.086935595,182,6,14,207,1580,2682,9,1,13,1,1,1,0,3
497,595,0,0.433139229,1,0,1,20,0.026740698,111,1,4,171,1973,397,7,4,7,1,0,0,1,2
498,1492,0,1.201009058,1,0,1,32,0.081388821,174,5,7,143,651,1993,16,0,2,1,0,0,0,2
499,1154,1,1.116325935,0,0,1,43,0.026843198,201,3,7,226,1085,3692,18,7,13,1,1,1,0,3
500,1026,1,1.62729099,1,0,0,32,0.843618554,148,5,0,194,643,1992,18,0,15,1,0,0,0,3
501,1026,0,2.441802057,1,0,1,8,0.077369652,177,5,0,35,1601,3235,9,3,3,1,0,1,0,0
502,585,1,1.062874556,1,7,1,27,0.348405816,180,1,3,233,1555,1998,18,7,13,1,1,1,0,3
503,600,0,0.445997958,1,0,1,20,0.076262787,177,4,3,1084,673,2005,12,5,6,1,0,0,0,1
504,1791,0,0.468149259,0,0,1,38,0.027447022,201,3,1,1037,1524,1995,15,1,9,1,0,1,0,3
505,611,0,0.446357401,0,0,1,2,0.559848915,181,6,3,167,715,2691,18,1,8,1,0,0,0,2
506,1139,0,2.401472132,1,0,1,33,0.076267364,144,8,3,166,967,3424,17,4,19,1,1,1,0,2
507,1165,1,2.35055424,1,0,0,49,0.358234345,180,7,3,605,1804,3410,9,1,8,0,1,0,0,0
508,1492,0,0.409059823,0,0,1,49,0.355379667,202,3,10,238,1804,3430,7,10,8,1,0,0,0,1
509,1156,0,1.615444151,0,1,0,32,0.02694043,201,4,7,144,1087,3808,12,3,8,1,0,0,0,1
510,1488,0,0.451793662,1,0,1,12,0.071535851,88,1,11,161,950,409,7,4,7,1,0,0,0,2
511,596,0,0.422635737,1,0,1,20,0.026964899,111,1,4,40,1972,397,7,4,7,1,0,0,1,2
512,1788,1,0.432981322,0,0,1,2,0.061848005,179,4,3,225,1915,3379,16,3,7,1,0,0,0,1
513,556,1,1.075671985,0,4,0,2,0.072222812,180,4,17,165,1935,1569,12,7,7,1,1,0,0,1
514,592,0,0.422798114,1,0,1,31,0.360547064,180,7,4,194,900,1620,18,3,19,1,0,0,0,2
515,592,0,0.424704869,1,0,1,20,0.026999875,110,1,4,43,1972,399,7,4,7,1,0,0,1,2
516,1821,0,0.420981531,1,0,1,20,0.026404475,112,1,4,188,1975,380,7,4,7,1,0,0,1,2
517,596,0,0.423165967,1,0,1,20,0.026418133,111,1,4,42,1972,397,7,4,7,1,0,0,1,2
518,1830,0,0.447453602,0,0,0,32,0.094079076,181,3,3,1612,1517,3843,16,2,7,1,1,0,0,1
519,576,0,0.41547003,0,3,1,7,0.345584688,202,1,7,626,1003,3380,14,1,15,1,0,0,0,3
520,1026,0,1.631729017,1,0,0,2,0.756271971,182,1,1,167,1923,3301,18,2,20,1,1,0,0,1
521,1026,1,0.471295855,1,0,0,2,0.063866763,172,4,3,1587,1912,3430,16,3,2,1,0,0,0,2
522,603,0,0.424656951,1,0,1,20,0.026854776,110,1,4,43,1972,398,7,4,7,1,0,0,1,2
523,1163,1,0.443199671,0,4,1,46,0.35616235,114,3,7,195,665,3599,10,5,13,1,0,1,0,3
524,1839,0,0.419596871,1,0,1,20,0.027295955,111,1,4,197,1959,386,7,4,7,1,0,0,1,2
525,1182,1,0.426115519,1,3,0,9,0.804728435,148,6,16,165,664,2669,12,0,2,1,0,0,0,3
526,1165,0,0.42419316,0,0,1,15,0.763189522,202,7,1,618,1917,3353,7,5,3,1,0,0,0,0
527,1793,0,2.408433914,1,0,1,27,0.06838519,202,3,0,76,952,3634,18,2,9,1,1,0,0,0
528,1174,0,0.458913117,0,0,1,32,0.084532218,180,8,3,620,711,2685,7,6,6,1,1,1,0,2
529,1794,1,2.413072203,1,0,0,2,0.774362708,178,4,14,596,979,3418,18,3,7,1,0,0,0,3
530,1179,0,0.438872684,0,0,1,49,0.559592879,180,2,3,640,1804,2687,9,5,8,1,0,1,0,2
531,602,0,0.420732232,1,0,0,33,0.079484524,200,4,14,177,1555,1609,16,0,8,0,1,0,0,1
532,587,0,0.420845678,1,0,1,31,0.025867631,179,1,4,203,965,3720,15,1,7,1,0,0,0,2
533,1148,1,0.440891441,1,0,1,33,0.077130389,202,6,1,171,693,1998,10,7,2,1,0,1,0,2
534,1161,0,0.485605305,0,0,1,54,0.352809577,202,7,17,273,1085,1986,17,1,6,1,0,1,0,1
535,1161,0,0.419094764,1,0,0,14,0.347307627,114,3,15,988,1552,2014,11,3,9,1,1,1,0,1
536,1151,0,1.070385114,1,0,0,27,0.770731524,114,5,14,967,685,1593,5,1,6,0,1,1,0,1
537,1175,0,1.095832403,1,0,1,45,0.03056803,176,5,7,595,1209,668,7,5,19,1,0,0,0,3
538,1143,1,0.45203031,0,0,0,32,0.812836545,183,4,9,605,1042,3341,10,4,7,1,1,0,0,2
539,1177,1,0.442468192,1,0,1,54,0.76328766,174,4,10,47,1922,3361,7,6,6,1,0,1,0,3
540,1138,0,0.445622709,0,0,1,54,0.366100469,201,4,10,189,1943,1994,10,3,6,1,1,1,0,3
541,598,0,0.426880791,1,0,1,20,0.026920746,110,1,4,43,1971,398,7,4,7,1,0,0,1,2
542,596,0,0.420172643,1,0,1,20,0.027022234,111,1,4,41,1972,397,7,4,7,1,0,0,1,2
543,598,0,0.423290332,1,0,1,20,0.026876454,111,1,4,43,1973,397,7,4,7,1,0,0,1,2
544,1464,1,2.469765311,0,0,0,33,0.790160607,176,6,14,182,1562,1612,16,7,6,1,0,1,0,2
545,1026,0,2.384061448,1,0,1,33,0.065324035,145,8,4,210,638,1603,16,1,2,1,0,0,0,0
546,1026,1,1.678898247,0,0,0,32,0.097122081,179,4,5,594,1125,2684,8,11,20,1,1,0,0,1
547,609,0,0.419590387,1,0,1,27,0.350972596,181,7,14,172,985,3395,16,1,4,1,0,0,0,1
548,1143,1,1.627248794,0,0,1,12,0.360684988,201,6,17,178,1031,3476,15,5,8,1,0,1,0,3
549,1141,0,1.061824896,1,0,1,12,0.082165091,202,6,0,185,1118,1618,7,6,8,1,1,0,0,1
550,600,0,0.422007866,1,0,1,20,0.02709441,110,1,4,42,1972,397,7,4,7,1,0,0,1,2
551,1183,0,0.44649073,1,0,0,12,0.026567437,181,8,3,156,1804,3386,16,10,17,1,0,0,0,1
552,593,0,0.423722492,1,0,1,20,0.026924855,111,1,4,45,1971,398,7,4,7,1,0,0,1,2
553,586,0,0.428633238,1,0,1,20,0.345704612,201,1,4,597,1477,1434,7,4,7,1,1,0,0,2
554,1170,1,2.431506003,0,0,1,60,0.074728272,180,1,1,164,1100,3750,9,2,9,1,1,1,0,0
555,594,0,0.423512567,1,0,1,20,0.026863863,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
556,1144,1,1.650716276,1,0,1,12,0.826633688,146,6,20,189,671,1978,12,5,15,1,0,0,0,3
557,1469,0,1.097774477,1,0,0,27,0.069038471,182,3,10,169,960,3473,10,2,9,1,0,1,0,1
558,533,1,1.80509797,0,0,1,9,0.801800562,202,1,9,154,1929,2667,18,6,2,1,0,0,0,2
559,595,0,0.423496644,1,0,1,20,0.026867532,111,1,4,43,1972,399,7,4,7,1,0,0,1,2
560,638,1,0.468821231,0,0,1,2,0.024032518,171,1,3,184,906,3389,10,2,8,1,0,0,0,2
561,601,0,0.415349404,1,0,1,20,0.026923283,113,1,4,167,1969,392,7,4,7,1,0,0,1,2
562,1798,0,0.460852665,1,0,1,12,0.352433274,202,5,0,1070,1936,1997,7,3,9,1,1,1,0,1
563,1026,1,0.496179626,0,0,1,2,0.780519288,146,4,10,147,692,2677,18,5,6,1,1,1,0,3
564,1169,0,0.43413764,0,0,0,32,0.550333481,114,7,9,173,701,2710,18,5,7,1,0,0,0,1
565,1026,1,2.456394119,1,0,1,60,0.02640854,177,7,4,157,1096,3769,7,3,13,1,0,0,0,0
566,1469,1,1.050341205,0,1,1,37,0.025911387,177,3,4,171,1513,1551,18,1,9,1,0,1,0,3
567,1026,1,1.156838344,0,1,0,45,0.793170396,145,6,7,177,1092,3441,10,1,20,1,1,0,0,1
568,604,0,0.422372254,1,0,1,20,0.02688285,111,1,4,42,1972,399,7,4,7,1,0,0,1,2
569,1814,0,1.094233022,0,0,1,2,0.755684039,181,1,1,184,1933,3363,10,0,20,1,1,1,0,1
570,1157,1,2.394793599,0,0,1,51,0.815438151,114,6,17,148,719,2035,10,1,15,1,1,0,0,3
571,1149,0,0.475999375,0,0,0,49,0.029795255,199,4,20,228,1024,3395,15,3,8,1,1,0,0,0
572,1170,0,1.635274782,0,4,1,32,0.366342857,182,1,7,229,1010,2689,7,3,6,1,1,0,0,1
573,605,0,2.547361141,1,0,1,12,0.563718498,178,7,0,1673,1510,2000,15,3,8,1,1,1,0,0
574,1165,1,2.406668038,1,0,0,12,0.073244087,202,7,0,218,1518,3384,9,0,7,1,1,1,0,1
575,1832,1,0.490891555,1,0,0,8,0.780348841,145,1,7,1003,1559,1605,7,1,6,1,0,0,0,1
576,1163,0,0.433577614,0,0,1,36,0.369297061,145,3,7,692,1803,3511,14,1,9,1,0,0,0,1
577,1169,1,1.648642312,1,0,1,54,0.376843426,197,4,7,592,1803,3441,11,5,6,1,1,0,0,1
578,1153,0,0.451117888,0,4,1,37,0.351123177,146,3,0,166,666,2672,9,5,8,1,1,1,0,1
579,1026,0,1.058640066,0,1,1,12,0.36403797,200,2,14,176,1579,3439,18,9,11,1,1,1,0,3
580,1156,1,1.847720661,1,0,1,32,0.353125211,179,1,3,616,1951,2690,7,1,20,1,0,0,0,1
581,597,0,0.421764192,1,0,1,20,0.026901422,111,1,4,41,1972,398,7,4,7,1,0,0,1,2
582,1806,1,0.422643658,0,0,0,14,0.026025378,138,4,14,948,1032,2001,12,6,11,1,0,1,0,3
583,622,0,1.736816372,0,0,0,20,0.346422215,177,5,20,965,987,3461,18,1,6,1,1,1,0,3
584,508,1,0.484145605,1,0,0,60,0.077362513,88,7,14,1593,1523,3532,16,3,15,1,0,1,0,1
585,616,0,0.436565194,1,0,1,2,0.067926725,176,4,10,194,1805,3325,15,1,6,1,1,1,0,3
586,1809,1,0.430705072,1,0,1,12,0.790009368,180,7,1,203,1926,2019,7,11,2,1,0,1,0,1
587,633,0,0.476491526,1,0,0,20,0.358845036,88,1,4,160,1571,3275,7,4,7,1,0,1,0,3
588,1166,0,1.140573925,0,0,1,37,0.543429724,182,8,7,1034,716,2011,18,6,6,1,0,1,0,0
589,1460,1,1.86755004,1,0,0,43,0.798798696,145,7,2,164,1927,3512,16,7,13,1,0,0,0,0
590,594,0,0.423051633,1,0,1,20,0.02694664,111,1,4,41,1971,396,7,4,7,1,0,0,1,2
591,591,0,0.422301966,1,0,1,20,0.02715806,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
592,1780,1,0.438139984,0,0,1,2,0.806880966,179,4,4,163,1531,1362,12,7,7,1,0,1,0,1
593,600,0,0.427274739,1,0,1,20,0.027019102,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
594,1176,0,2.373403346,1,0,0,60,0.071286499,179,7,17,1597,986,3748,17,3,4,1,1,0,0,1
595,1026,1,2.40541595,0,0,0,2,0.767414099,180,4,9,149,1021,1566,16,3,15,1,1,0,0,1
596,1507,0,0.466597514,0,0,1,32,0.366655294,179,3,4,632,1039,3767,7,3,15,1,1,1,0,1
597,1842,0,0.434144917,0,0,1,12,0.545969219,114,1,20,180,1065,3705,17,3,20,1,1,0,0,1
598,546,1,0.441102698,0,0,0,32,0.074300675,179,7,7,182,1929,2678,10,0,20,1,0,0,0,0
599,595,0,1.04445271,1,0,1,20,0.027016241,110,1,4,43,1973,398,7,4,7,1,0,0,1,2
600,594,0,0.423037168,1,0,1,20,0.027331586,110,1,4,44,1972,396,7,4,7,1,0,0,1,2
601,1137,1,2.371606932,1,0,0,33,0.541858498,113,7,1,952,1021,2000,9,4,8,1,1,0,0,0
602,1135,1,1.033597835,0,0,1,33,0.354872422,202,3,1,1067,674,2000,5,7,11,1,0,0,0,1
603,1180,1,1.059707644,1,0,0,43,0.346504769,182,1,7,180,1945,1600,14,1,20,1,1,0,0,0
604,1820,0,0.42213494,1,0,1,20,0.027020163,111,1,4,199,1973,390,7,4,7,1,0,0,1,2
605,1783,1,0.482978394,1,0,1,12,0.080665554,200,2,3,232,1473,1997,16,2,2,1,0,0,0,3
606,579,0,2.402169014,1,0,1,27,0.062685623,87,1,1,1612,1934,584,7,4,7,1,0,0,0,2
607,1160,1,1.08361817,0,0,1,36,0.549389305,200,5,14,151,1515,1530,12,10,3,1,0,0,0,1
608,1026,0,0.509747032,1,0,1,32,0.07627239,141,5,20,33,679,495,10,6,7,1,1,1,0,1
609,592,0,0.422546653,1,0,1,20,0.026959097,111,1,4,42,1973,398,7,4,7,1,0,0,1,2
610,1811,0,0.419770893,1,0,1,33,0.347522763,114,5,0,1032,1524,1993,10,1,6,1,0,1,0,1
611,1146,1,1.615691458,1,0,0,49,0.810395777,113,6,18,941,644,1566,18,3,15,1,0,1,0,3
612,532,1,0.488184621,0,0,1,15,0.832422475,147,7,10,153,1608,3470,14,3,13,1,1,1,0,0
613,538,0,1.827306182,0,0,1,12,0.073870129,176,7,1,152,1053,3428,17,6,8,1,1,0,0,0
614,592,0,0.441548612,1,0,0,27,0.079358385,202,4,3,213,1428,1638,7,1,8,0,1,0,0,1
615,1793,0,1.632254813,1,0,1,14,0.027560826,141,8,3,175,939,1583,18,10,11,1,0,0,0,2
616,512,0,1.835131396,1,0,1,27,0.07156895,179,1,1,39,1008,2562,18,5,19,1,1,1,0,1
617,594,0,0.425176292,1,0,1,20,0.024976087,89,1,1,145,1152,3448,15,11,3,1,0,0,0,2
618,1142,1,0.411809038,0,3,0,54,0.076560906,201,7,4,954,993,3420,15,3,15,1,1,1,0,3
619,1788,0,0.448164923,0,0,1,49,0.356789235,143,8,20,623,1406,3441,10,4,8,1,1,0,0,0
620,595,0,0.459235244,0,0,0,2,0.352408936,179,4,14,142,1937,1606,16,3,15,1,0,0,0,1
621,1143,1,0.439630302,0,0,0,13,0.025350127,200,4,14,581,1100,2689,16,3,6,1,1,1,0,3
622,1186,0,0.419941932,0,0,1,12,0.787283493,183,7,1,159,1927,2674,9,6,11,1,1,0,0,1
623,600,0,0.422852539,1,0,1,20,0.026877829,110,1,4,43,1973,398,7,4,7,1,0,0,1,2
624,1147,0,1.820533682,0,0,1,54,0.559692707,202,1,20,598,964,2698,15,3,15,1,0,1,0,1
625,1796,0,0.418549195,1,0,1,20,0.026918464,110,1,4,179,1970,390,7,4,7,1,0,0,1,2
626,601,0,0.480130858,1,0,1,20,0.073657509,183,1,0,31,1553,3702,15,2,7,1,0,1,0,1
627,1468,0,1.836948713,0,0,1,32,0.364774048,180,1,9,593,690,1534,7,3,15,1,1,1,0,1
628,590,0,0.424961134,1,0,1,20,0.026192774,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
629,1489,0,0.423248137,0,0,1,32,0.562090608,201,6,7,999,667,2006,10,3,6,1,0,1,0,1
630,1184,1,0.454160225,0,0,0,51,0.117741838,112,2,3,158,682,3840,16,0,6,1,0,1,0,1
631,615,0,0.440805866,1,0,1,12,0.067399351,89,1,20,212,1032,3332,15,5,13,1,1,0,0,3
632,1462,0,0.444592896,1,0,1,27,0.083025265,182,7,4,183,1105,667,7,4,7,1,0,0,0,2
633,625,0,0.417285643,1,0,1,20,0.027431957,113,1,4,176,1971,390,7,4,7,1,0,0,1,2
634,589,0,1.652997781,1,0,1,51,0.808461162,114,1,19,168,1166,3426,18,9,15,1,1,1,0,3
635,1162,1,1.052714971,0,0,0,31,0.350552547,113,3,9,618,1548,1602,12,5,15,1,0,1,0,2
636,600,0,0.452135924,1,0,1,20,0.025262401,88,1,1,592,1022,3334,9,5,15,1,0,0,0,2
637,1149,0,2.378897554,0,0,0,33,0.347479737,181,1,4,1001,1539,1443,7,3,11,1,1,1,0,3
638,1812,0,0.44739837,1,0,1,12,0.088432949,114,1,10,182,702,1551,10,3,2,1,0,1,0,3
639,590,0,0.422174455,1,0,1,20,0.026808032,110,1,4,43,1972,397,7,4,7,1,0,0,1,2
640,1149,1,1.124534985,1,0,1,9,0.025537225,200,4,7,1023,1079,2659,6,0,12,1,1,1,0,3
641,1471,0,1.685160891,1,0,1,27,0.099458016,202,8,1,242,1573,638,17,1,11,1,0,0,0,1
642,574,0,0.422931569,1,0,1,20,0.027000893,110,1,4,48,1970,393,7,4,7,1,0,0,1,2
643,1776,0,1.700167544,1,0,0,2,0.792049763,181,1,14,1619,1519,3359,16,0,15,1,0,1,0,1
644,601,0,0.422339379,1,0,1,20,0.027027934,111,1,4,42,1971,398,7,4,7,1,0,0,1,2
645,550,1,1.673562556,1,0,0,43,0.544503284,180,7,4,962,1113,1653,7,1,12,1,0,0,0,2
646,522,1,0.44360111,1,0,1,21,0.815824357,147,7,20,160,988,2671,9,2,17,1,0,0,0,2
647,588,0,0.423033608,1,0,1,20,0.026945582,111,1,4,43,1973,398,7,4,7,1,0,0,1,2
648,550,1,0.492708719,1,0,1,43,0.02390092,142,2,7,151,1926,1655,14,1,8,1,1,1,0,0
649,1026,1,1.864642114,1,0,1,12,0.775870866,181,2,20,606,1157,3348,9,0,6,1,1,0,0,1
650,1777,1,2.407503236,1,0,1,12,0.074157726,179,8,4,975,1009,3263,9,11,8,1,0,0,0,0
651,1026,1,1.134640318,1,0,1,32,0.071893587,181,8,14,187,1146,1550,16,3,15,1,1,1,0,1
652,1174,1,0.459619442,1,0,0,24,0.805389412,143,6,12,149,1103,1577,16,0,15,1,0,1,0,3
653,1026,1,0.492200164,1,0,0,45,0.371987322,136,2,9,172,1495,3596,16,0,8,0,0,1,0,1
654,1156,1,1.079052434,1,0,1,32,0.072035936,180,8,4,29,1620,1632,17,4,19,1,1,0,0,0
655,1138,1,1.064168467,1,0,0,8,0.07918324,114,7,3,150,1570,2680,7,0,2,1,0,0,0,2
656,548,0,1.621081497,1,0,0,12,0.067669164,175,2,14,145,1110,3608,16,1,7,1,0,1,0,1
657,598,0,0.421804951,1,0,1,31,0.360509882,179,1,4,181,984,3701,18,1,6,1,1,0,0,0
658,1180,1,2.47307561,1,0,1,33,0.079424405,113,1,7,182,661,625,10,2,17,1,1,1,0,2
659,1518,0,1.658636255,1,0,0,45,0.083339965,172,1,1,140,1124,3828,10,1,9,1,0,0,0,2
660,1169,1,0.410187552,0,1,0,32,0.813414583,179,3,14,200,1519,3404,8,1,11,0,0,0,0,1
661,1168,0,1.054360384,1,0,1,32,0.351833363,114,7,7,988,679,1520,6,1,2,1,0,0,0,1
662,545,1,1.85248481,1,4,1,8,0.355883027,178,7,3,593,1077,1999,18,3,18,1,1,1,0,0
663,1806,0,1.085431675,0,0,1,32,0.350882822,201,4,7,163,1941,1572,7,4,7,1,1,1,0,3
664,1795,1,0.451419243,1,0,1,9,0.358305832,147,6,0,169,1532,1624,12,1,6,1,1,0,0,1
665,1812,0,0.432214896,0,0,1,2,0.819558144,201,4,1,156,1023,3382,10,3,20,1,1,0,0,2
666,1800,0,0.453509147,1,0,1,31,0.37867058,202,1,10,196,1925,1987,18,8,13,1,1,0,0,3
667,1782,0,2.485604878,1,0,1,16,0.025945322,170,7,7,947,939,1277,11,2,20,1,0,0,0,1
668,1168,0,0.423068652,0,0,0,2,0.553066462,183,4,19,180,732,1645,7,7,15,1,0,0,0,2
669,541,1,1.646212786,1,0,0,2,0.766272868,179,7,1,178,1928,3412,18,6,4,1,0,0,0,1
670,1160,1,2.393990825,1,0,1,2,0.766641995,173,4,10,34,975,3397,18,4,7,1,0,1,0,3
671,1165,0,2.437884652,1,0,1,20,0.352723404,146,4,14,147,1478,1482,16,0,7,1,0,1,0,3
672,1026,1,1.843221748,1,4,1,8,0.350038888,181,4,3,154,1081,3445,16,3,8,1,1,0,0,1
673,1026,1,1.825588096,1,0,0,27,0.077162277,198,7,14,169,1118,3548,18,9,11,0,1,1,0,2
674,1026,0,1.874479515,1,0,1,12,0.074009187,144,8,2,597,1121,1613,18,3,8,1,1,1,0,0
675,1160,1,0.431139519,0,0,0,32,0.0276256,182,7,7,258,664,3386,17,5,20,0,0,0,0,1
676,1177,1,1.840701221,0,0,0,32,0.800947611,201,5,7,144,623,2035,16,1,2,1,0,0,0,1
677,521,1,0.484723019,1,1,0,38,0.081767105,146,2,4,231,1564,1996,7,4,7,1,0,0,0,2
678,591,0,0.419615571,1,0,1,20,0.027342189,112,1,4,181,1970,393,7,4,7,1,0,0,1,2
679,1153,1,2.394826938,1,0,1,33,0.841574227,146,6,10,225,996,1999,10,1,6,1,1,0,0,3
680,611,0,0.422318444,1,0,1,20,0.02679925,111,1,4,43,1970,396,7,4,7,1,0,0,1,2
681,1513,1,0.424214443,0,3,0,32,0.083684421,170,3,7,296,1804,3763,18,1,8,1,1,0,0,0
682,581,0,0.423047066,1,0,1,20,0.026583812,110,1,4,42,1975,398,7,4,7,1,0,0,1,2
683,589,0,0.422713805,1,0,1,20,0.026914734,111,1,4,179,1972,399,7,4,7,1,0,0,1,2
684,589,0,1.830867897,1,0,1,54,0.345076565,87,1,1,146,1939,1454,7,4,13,1,0,0,0,2
685,1158,1,0.433433484,1,0,0,49,0.099249299,181,8,14,614,1029,2653,16,1,15,1,1,1,0,0
686,1169,0,0.424581281,1,0,1,20,0.551027654,181,7,3,262,1135,1489,17,3,19,1,0,0,0,2
687,595,0,0.424239101,1,0,1,20,0.027010533,110,1,4,42,1973,398,7,4,7,1,0,0,1,2
688,1796,1,0.454303459,0,0,0,32,0.029306587,182,5,20,163,633,2655,12,3,15,1,0,1,0,0
689,595,0,0.420357554,1,0,1,20,0.026914571,113,1,4,186,1966,380,7,4,7,1,0,0,1,2
690,1149,0,1.091014915,1,0,1,12,0.823498143,145,1,5,203,1602,3345,18,5,2,1,1,1,0,3
691,560,0,0.417873111,1,0,1,27,0.026522509,180,3,7,36,1507,3425,10,1,13,1,1,0,0,0
692,1163,1,1.633878743,0,0,0,49,0.363950177,182,3,7,191,984,3837,7,3,13,1,1,1,0,2
693,1026,0,2.452565855,1,0,0,33,0.086207329,200,8,3,50,1510,2024,11,8,13,1,0,1,0,1
694,1190,0,2.386617685,1,0,1,32,0.346359089,114,5,14,155,661,1535,9,5,8,1,1,0,0,2
695,1511,1,2.376220557,1,0,0,27,0.087929166,89,3,9,650,1497,3817,18,2,7,1,0,1,0,2
696,1152,1,0.445489077,1,0,0,32,0.375420378,181,4,3,164,677,1980,10,3,8,1,1,1,0,1
697,1458,0,0.504907469,0,0,0,12,0.092730423,114,3,0,195,695,2690,18,0,9,1,1,1,0,3
698,600,0,0.413598667,1,0,1,20,0.027241206,113,1,4,164,1970,392,7,4,7,1,0,0,1,2
699,597,0,0.421871094,1,0,1,20,0.027027094,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
700,1798,0,2.437635941,0,0,0,45,0.786405457,145,5,1,219,1464,1978,11,0,7,1,1,1,0,1
701,598,0,0.462192376,1,0,1,20,0.026676974,88,1,3,146,1132,1322,9,4,7,1,0,0,0,2
702,1026,0,1.828433267,0,0,1,16,0.093031305,174,6,7,611,1931,3405,10,1,8,1,1,0,0,0
703,528,0,0.488117727,1,0,1,38,0.349807818,113,7,1,298,694,3785,7,3,6,1,0,1,0,3
704,1470,0,2.396121086,1,1,1,33,0.093428004,146,4,4,254,1033,1467,16,1,15,1,1,0,0,2
705,611,0,0.426035112,1,0,1,20,0.027015629,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
706,1026,0,0.482438089,1,0,1,32,0.821226868,182,1,4,284,1561,1997,7,7,15,1,1,0,0,2
707,650,0,0.435703065,1,0,1,20,0.026543506,110,1,4,44,1969,396,7,4,7,1,0,0,1,2
708,1159,0,1.832910187,0,4,1,27,0.094947751,201,8,7,257,695,3771,18,7,6,1,1,1,0,3
709,1792,0,0.483278975,0,3,1,32,0.35569253,175,2,3,617,1046,2023,16,3,15,1,1,0,0,0
710,590,0,0.421138497,1,0,1,20,0.026868299,111,1,4,40,1972,398,7,4,7,1,0,0,1,2
711,1502,0,1.067222512,1,0,0,23,0.35816447,183,3,14,184,700,1992,5,1,2,1,0,1,0,3
712,1781,0,0.425499788,1,0,1,37,0.821352115,203,6,5,161,676,2663,15,5,11,1,0,1,0,2
713,598,0,0.422697764,1,0,1,20,0.026956566,111,1,4,40,1971,397,7,4,7,1,0,0,1,2
714,1477,0,1.618140069,1,0,1,57,0.366080622,113,3,4,648,642,2002,8,1,15,1,0,0,0,3
715,1026,0,2.40798797,1,0,0,14,0.065576237,114,3,1,204,1022,2015,11,4,9,1,1,1,0,2
716,527,0,1.89596276,1,0,1,54,0.025166784,174,7,0,178,1573,2686,9,11,8,1,0,1,0,0
717,1162,0,1.637646007,0,0,0,43,0.807872712,146,3,4,229,675,3836,18,5,9,1,0,1,0,1
718,1841,0,1.042832408,1,0,1,9,0.809018266,201,8,14,231,1089,3447,18,7,15,1,0,0,0,1
719,586,0,0.421841535,1,0,1,20,0.026483557,111,1,4,43,1975,398,7,4,7,1,0,0,1,2
720,1026,0,0.506001977,1,0,0,15,0.027480487,202,2,3,222,1804,2652,13,3,15,1,1,0,0,1
721,1146,1,2.39190019,1,0,0,20,0.571135439,112,6,7,253,1426,2000,9,0,8,1,1,0,0,0
722,590,0,0.423144292,1,0,1,20,0.027055304,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
723,1826,0,0.499845513,1,0,0,27,0.02527438,178,5,3,1658,1504,3416,16,10,15,1,0,1,0,1
724,601,0,0.422046596,1,0,1,20,0.026877848,111,1,4,42,1971,398,7,4,7,1,0,0,1,2
725,509,0,1.829564633,0,0,0,2,0.77229809,199,4,2,206,1918,3436,18,3,12,1,1,0,0,1
726,1818,0,1.647884314,0,0,1,54,0.09317502,145,8,7,167,1494,1484,7,6,12,1,0,1,0,0
727,1815,0,0.451643484,1,0,0,15,0.349948973,113,7,20,611,1805,3333,11,0,8,1,0,0,0,3
728,1786,1,1.08046595,0,0,1,2,0.07659785,202,4,13,167,1530,1594,10,7,15,1,0,0,0,1
729,1026,1,1.145929398,1,0,1,33,0.0957142,201,2,1,198,687,3749,14,0,13,1,1,1,0,0
730,612,1,0.446153421,0,0,1,2,0.341157867,182,7,20,606,954,3209,15,3,15,1,1,0,0,1
731,618,0,0.422248148,1,0,1,20,0.027016829,113,1,4,172,1969,395,7,4,7,1,0,0,1,2
732,1026,0,0.429235274,0,1,1,2,0.369468521,143,8,17,167,1804,2721,7,3,15,1,0,0,0,1
733,1498,1,1.681667186,1,0,1,9,0.028748,146,1,7,74,1541,3243,17,7,11,1,1,0,0,1
734,1140,0,0.423666046,1,0,1,8,0.352794691,114,6,3,149,1555,1999,16,0,6,1,0,0,0,1
735,1848,0,0.471100621,1,0,0,27,0.028073149,178,3,19,1655,1805,3357,17,10,19,1,1,0,0,1
736,1026,1,0.491030099,0,1,0,13,0.029236727,178,5,3,1617,682,3351,10,3,15,1,0,1,0,1
737,593,0,0.422128003,1,0,1,20,0.02664112,111,1,4,43,1974,398,7,4,7,1,0,0,1,2
738,1504,1,0.479734701,1,0,0,2,0.759772558,182,4,20,162,1939,3430,16,3,20,1,1,0,0,1
